;G7B_MEM1;G7B_CPU1;G7B_5V_HDD;G7B_12V_HDD;T1;T2;T3;T4;T5;V1;V2;V3;V4;
35406763; 0.788; 1.327; 4.128; 0.768; 49.6; 32.1; 49.5; 50.3; 63.4; 1274.0; 1272.0; 497.0; 1270.0; 50:7.218
35426764; 0.795; 1.482; 4.144; 0.768; 49.7; 32.1; 49.5; 50.3; 63.4; 1272.0; 1271.0; 497.0; 1269.0; 50:30.354
35446765; 0.791; 1.465; 4.154; 0.768; 49.6; 32.1; 49.5; 50.3; 63.3; 1272.0; 1271.0; 497.0; 1269.0; 50:53.195
35466766; 0.791; 1.465; 4.144; 0.768; 49.6; 32.1; 49.5; 50.3; 63.4; 1273.0; 1272.0; 497.0; 1269.0; 51:15.687
35486767; 0.791; 1.465; 4.137; 0.768; 49.6; 32.1; 49.5; 50.3; 63.3; 1273.0; 1271.0; 497.0; 1269.0; 51:38.323
35506768; 0.791; 1.465; 4.141; 0.768; 49.7; 32.1; 49.5; 50.3; 63.4; 1273.0; 1272.0; 497.0; 1269.0; 52:0.877
35526769; 0.795; 1.508; 4.141; 0.768; 49.7; 32.1; 49.5; 50.3; 63.4; 1272.0; 1271.0; 497.0; 1269.0; 52:23.711
35546770; 1.403; 2.495; 4.299; 0.788; 49.7; 32.1; 49.5; 50.3; 63.4; 1271.0; 1268.0; 497.0; 1268.0; 52:45.915
35566771; 1.432; 2.584; 4.371; 0.795; 49.6; 32.2; 49.5; 50.3; 63.3; 1270.0; 1268.0; 497.0; 1268.0; 53:8.56
35586772; 1.429; 2.561; 4.322; 0.798; 49.6; 32.2; 49.5; 50.3; 63.3; 1270.0; 1268.0; 497.0; 1268.0; 53:30.567
35606773; 1.406; 2.515; 4.309; 0.788; 49.6; 32.2; 49.5; 50.3; 63.3; 1270.0; 1269.0; 497.0; 1268.0; 53:58.888
35626774; 1.39; 2.455; 4.293; 0.785; 49.6; 32.2; 49.5; 50.3; 63.3; 1271.0; 1269.0; 497.0; 1268.0; 54:32.909
35646775; 1.383; 2.419; 4.293; 0.788; 49.6; 32.2; 49.5; 50.3; 63.3; 1271.0; 1270.0; 497.0; 1268.0; 55:2.984
35666776; 1.39; 2.442; 4.274; 0.782; 49.6; 32.2; 49.5; 50.3; 63.4; 1271.0; 1269.0; 497.0; 1268.0; 55:29.325
35686777; 1.39; 2.458; 4.287; 0.785; 49.6; 32.2; 49.5; 50.3; 63.3; 1271.0; 1269.0; 497.0; 1268.0; 55:51.511
35706778; 0.893; 2.049; 4.274; 0.782; 49.6; 32.2; 49.5; 50.3; 63.3; 1271.0; 1270.0; 497.0; 1269.0; 56:13.874
35726779; 1.409; 2.521; 4.293; 0.785; 49.6; 32.2; 49.5; 50.3; 63.3; 1270.0; 1268.0; 497.0; 1268.0; 56:36.438
35746780; 1.403; 2.511; 4.29; 0.785; 49.6; 32.2; 49.5; 50.3; 63.3; 1271.0; 1269.0; 497.0; 1268.0; 56:58.937
