Time	Watts	AveWatts	Volts	Amps	WattHrs	AveWttHrs	Cost	Avg_Kwh	Mo_Cost	Max_Wts	Max_Vlt	Max_Amp	Min_Wts	Min_Vlt	Min_Amp	Pwr_Fct	Dty_Cyc	Pwr_Cyc	Log_Start	Log_Stop	R1	R2
42131.64202557	106.60	128.61	225.600	0.395	373.30	363.26	0.000	85.88	0.000	108.50	0.00	0.000	106.60	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.48754758	108.80	108.80	222.000	0.450	245.60	245.60	0.000	82.34	0.000	108.90	0.00	0.000	107.90	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	1.000000000000000000	0.000000000000000000
42145.48777916	134.70	121.75	222.800	0.525	246.30	245.95	0.000	82.35	0.000	143.60	0.00	0.000	108.70	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.48801076	123.80	122.43	222.900	0.538	247.00	246.30	0.000	82.38	0.000	138.00	0.00	0.000	123.80	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.48824230	135.50	125.70	222.900	0.628	247.80	246.68	0.000	82.41	0.000	136.50	0.00	0.000	122.40	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.48847388	130.20	126.60	222.700	0.575	248.50	247.04	0.000	82.44	0.000	146.80	0.00	0.000	127.70	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.48870545	131.30	127.38	223.400	0.542	249.20	247.40	0.000	82.47	0.000	137.70	0.00	0.000	129.80	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.48893703	130.90	127.89	223.700	0.551	250.00	247.77	0.000	82.51	0.000	138.90	0.00	0.000	130.10	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.48916860	134.40	128.70	223.500	0.613	250.70	248.14	0.000	82.54	0.000	141.10	0.00	0.000	130.60	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.48940013	134.80	129.38	223.300	0.558	251.50	248.51	0.000	82.58	0.000	145.30	0.00	0.000	133.40	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
